ID,Title,Category,Version,Type,Difficulty,Level,TAP,HOLD,SLIDE,TOUCH,BREAK,Magnitude
715,Soul-ride ON!,POPS＆アニメ,maimaiでらっくす,DX,BASIC,3,73,16,3,8,2,132
716,Soul-ride ON!,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,6,144,16,17,19,6,276
717,Soul-ride ON!,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9,214,31,19,58,32,551
718,Soul-ride ON!,POPS＆アニメ,maimaiでらっくす,DX,MASTER,11+,258,82,35,46,31,728
719,乗ってけ！ジャパリビート,POPS＆アニメ,maimaiでらっくす,DX,BASIC,3,76,8,4,4,3,123
720,乗ってけ！ジャパリビート,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,6,158,16,1,6,13,264
721,乗ってけ！ジャパリビート,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9,184,28,24,44,12,416
722,乗ってけ！ジャパリビート,POPS＆アニメ,maimaiでらっくす,DX,MASTER,12,330,36,29,46,19,630
723,フレ！フレ！ベストフレンズ,POPS＆アニメ,maimaiでらっくす,DX,BASIC,4,73,7,2,8,5,126
724,フレ！フレ！ベストフレンズ,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,7,190,17,3,8,19,336
725,フレ！フレ！ベストフレンズ,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9,213,29,11,24,15,403
726,フレ！フレ！ベストフレンズ,POPS＆アニメ,maimaiでらっくす,DX,MASTER,11,339,31,68,24,12,689
727,POPPY PAPPY DAY,POPS＆アニメ,maimaiでらっくす,DX,BASIC,4,119,15,5,9,5,198
728,POPPY PAPPY DAY,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,6,227,24,11,14,16,402
729,POPPY PAPPY DAY,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9,254,65,53,32,14,645
730,POPPY PAPPY DAY,POPS＆アニメ,maimaiでらっくす,DX,MASTER,12,372,49,91,32,15,850
731,アウトサイダー,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,4,114,16,3,6,11,216
732,アウトサイダー,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,279,19,12,20,6,403
733,アウトサイダー,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,351,59,22,42,12,637
734,アウトサイダー,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,523,9,128,127,7,1087
735,絵の上手かった友達,niconico＆ボーカロイド,PiNK,STD,BASIC,3,125,8,11,0,6,204
736,絵の上手かった友達,niconico＆ボーカロイド,PiNK,STD,ADVANCED,6,295,34,14,0,6,435
737,絵の上手かった友達,niconico＆ボーカロイド,PiNK,STD,EXPERT,8+,383,22,40,0,9,592
738,絵の上手かった友達,niconico＆ボーカロイド,PiNK,STD,MASTER,12,576,12,82,0,6,876
739,ワンダーラスト,niconico＆ボーカロイド,FiNALE,STD,BASIC,5,128,22,3,0,4,201
740,ワンダーラスト,niconico＆ボーカロイド,FiNALE,STD,ADVANCED,7+,234,24,19,0,13,404
741,ワンダーラスト,niconico＆ボーカロイド,FiNALE,STD,EXPERT,11+,471,121,70,0,10,973
742,ワンダーラスト,niconico＆ボーカロイド,FiNALE,STD,MASTER,13+,597,73,101,0,16,1126
743,Mr. Wonderland,niconico＆ボーカロイド,PiNK PLUS,STD,BASIC,5,176,14,16,0,4,272
744,Mr. Wonderland,niconico＆ボーカロイド,PiNK PLUS,STD,ADVANCED,6,209,46,18,0,5,380
745,Mr. Wonderland,niconico＆ボーカロイド,PiNK PLUS,STD,EXPERT,9,337,62,56,0,17,714
746,Mr. Wonderland,niconico＆ボーカロイド,PiNK PLUS,STD,MASTER,13,586,61,89,0,4,995
747,ジャガーノート,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,4,90,16,7,13,4,176
748,ジャガーノート,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,237,18,14,10,10,375
749,ジャガーノート,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9+,237,64,28,57,10,556
750,ジャガーノート,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12,489,19,107,77,17,1010
751,アリサのテーマ,ゲーム＆バラエティ,FiNALE,STD,BASIC,4,203,14,2,0,6,267
752,アリサのテーマ,ゲーム＆バラエティ,FiNALE,STD,ADVANCED,6,278,55,8,0,12,472
753,アリサのテーマ,ゲーム＆バラエティ,FiNALE,STD,EXPERT,10,351,52,8,0,6,509
754,アリサのテーマ,ゲーム＆バラエティ,FiNALE,STD,MASTER,13,229,0,229,0,3,931
755,全世界共通リズム感テスト,maimai,ORANGE PLUS,STD,BASIC,6,48,0,0,0,17,133
756,全世界共通リズム感テスト,maimai,ORANGE PLUS,STD,ADVANCED,8,96,0,0,0,33,261
757,全世界共通リズム感テスト,maimai,ORANGE PLUS,STD,EXPERT,10,0,0,0,0,129,645
758,全世界共通リズム感テスト,maimai,ORANGE PLUS,STD,MASTER,12,0,0,0,0,129,645
759,オントロジー,POPS＆アニメ,UNiVERSE PLUS,DX,BASIC,3,103,4,6,15,3,159
760,オントロジー,POPS＆アニメ,UNiVERSE PLUS,DX,ADVANCED,7,329,15,13,15,10,463
761,オントロジー,POPS＆アニメ,UNiVERSE PLUS,DX,EXPERT,10,449,39,24,16,14,685
762,オントロジー,POPS＆アニメ,UNiVERSE PLUS,DX,MASTER,12+,479,30,149,20,24,1126
763,剣を抜け！GCCX MAX,POPS＆アニメ,UNiVERSE PLUS,DX,BASIC,3,143,5,5,9,8,217
764,剣を抜け！GCCX MAX,POPS＆アニメ,UNiVERSE PLUS,DX,ADVANCED,6,181,20,8,66,16,391
765,剣を抜け！GCCX MAX,POPS＆アニメ,UNiVERSE PLUS,DX,EXPERT,9,218,114,44,17,32,755
766,剣を抜け！GCCX MAX,POPS＆アニメ,UNiVERSE PLUS,DX,MASTER,12+,359,96,101,168,64,1342
767,アンダーキッズ,POPS＆アニメ,BUDDiES,DX,BASIC,5,189,11,5,30,14,326
768,アンダーキッズ,POPS＆アニメ,BUDDiES,DX,ADVANCED,7,306,9,6,22,6,394
769,アンダーキッズ,POPS＆アニメ,BUDDiES,DX,EXPERT,10+,499,103,28,13,46,1032
770,アンダーキッズ,POPS＆アニメ,BUDDiES,DX,MASTER,13,597,77,174,74,64,1667
771,True Love Song,maimai,maimai,STD,BASIC,5,63,23,8,0,2,143
772,True Love Song,maimai,maimai,STD,ADVANCED,7,85,27,6,0,4,177
773,True Love Song,maimai,maimai,STD,EXPERT,10,110,56,9,0,2,259
774,True Love Song,maimai,maimai,STD,MASTER,12,263,14,19,0,6,378
775,Color My World,maimai,maimai,STD,BASIC,4,73,1,19,0,2,142
776,Color My World,maimai,maimai,STD,ADVANCED,7,89,39,8,0,7,226
777,Color My World,maimai,maimai,STD,EXPERT,9+,109,5,31,0,8,252
778,Color My World,maimai,maimai,STD,MASTER,12,148,13,49,0,3,336
779,Future,POPS＆アニメ,maimai,STD,BASIC,7,183,0,3,0,2,202
780,Future,POPS＆アニメ,maimai,STD,ADVANCED,7+,178,16,12,0,4,266
781,Future,POPS＆アニメ,maimai,STD,EXPERT,9,284,12,5,0,3,338
782,Future,POPS＆アニメ,maimai,STD,MASTER,10+,226,18,33,0,9,406
783,Future,POPS＆アニメ,maimai,STD,Re:MASTER,12+,238,4,128,0,126,1260
784,Love You,POPS＆アニメ,maimai,STD,BASIC,6,91,33,4,0,2,179
785,Love You,POPS＆アニメ,maimai,STD,ADVANCED,6,150,23,21,0,4,279
786,Love You,POPS＆アニメ,maimai,STD,EXPERT,9+,104,61,16,0,3,289
787,Love You,POPS＆アニメ,maimai,STD,MASTER,11+,91,51,51,0,5,371
788,In Chaos,ゲーム＆バラエティ,maimai,STD,BASIC,6,135,2,4,0,1,156
789,In Chaos,ゲーム＆バラエティ,maimai,STD,ADVANCED,7+,200,10,8,0,3,259
790,In Chaos,ゲーム＆バラエティ,maimai,STD,EXPERT,9+,320,1,3,0,2,341
791,In Chaos,ゲーム＆バラエティ,maimai,STD,MASTER,12,328,28,17,0,7,470
792,In Chaos,ゲーム＆バラエティ,maimai,STD,Re:MASTER,14+,768,0,97,0,15,1134
793,Crush On You,ゲーム＆バラエティ,maimai,STD,BASIC,4,114,8,3,0,1,144
794,Crush On You,ゲーム＆バラエティ,maimai,STD,ADVANCED,7+,139,26,2,0,1,202
795,Crush On You,ゲーム＆バラエティ,maimai,STD,EXPERT,9,182,34,2,0,5,281
796,Crush On You,ゲーム＆バラエティ,maimai,STD,MASTER,11,201,31,39,0,6,410
797,Crush On You,ゲーム＆バラエティ,maimai,STD,Re:MASTER,13+,341,89,109,0,16,926
798,Sun Dance,ゲーム＆バラエティ,maimai,STD,BASIC,4,100,3,1,0,2,119
799,Sun Dance,ゲーム＆バラエティ,maimai,STD,ADVANCED,7+,175,10,1,0,4,218
800,Sun Dance,ゲーム＆バラエティ,maimai,STD,EXPERT,8+,201,16,5,0,3,263
801,Sun Dance,ゲーム＆バラエティ,maimai,STD,MASTER,11,278,11,16,0,11,403
802,Sun Dance,ゲーム＆バラエティ,maimai,STD,Re:MASTER,14,381,72,29,0,53,877
803,Sweets×Sweets,maimai,maimai,STD,BASIC,6,135,7,5,0,4,184
804,Sweets×Sweets,maimai,maimai,STD,ADVANCED,7,195,16,10,0,2,267
805,Sweets×Sweets,maimai,maimai,STD,EXPERT,9,181,35,20,0,2,321
806,Sweets×Sweets,maimai,maimai,STD,MASTER,11,343,23,12,0,9,470
807,Love or Lies,POPS＆アニメ,maimai,STD,BASIC,5,91,6,5,0,3,133
808,Love or Lies,POPS＆アニメ,maimai,STD,ADVANCED,6,165,6,9,0,10,254
809,Love or Lies,POPS＆アニメ,maimai,STD,EXPERT,9,208,43,6,0,6,342
810,Love or Lies,POPS＆アニメ,maimai,STD,MASTER,11+,279,38,21,0,15,493
811,ネコ日和。,maimai,maimai,DX,BASIC,2,97,11,6,4,8,181
812,ネコ日和。,maimai,maimai,DX,ADVANCED,6,162,12,6,28,10,282
813,ネコ日和。,maimai,maimai,DX,EXPERT,9,216,38,14,21,30,505
814,ネコ日和。,maimai,maimai,DX,MASTER,13+,417,8,91,41,74,1117
815,ネコ日和。,maimai,maimai,STD,BASIC,6,162,4,7,0,4,211
816,ネコ日和。,maimai,maimai,STD,ADVANCED,7+,210,23,4,0,4,288
817,ネコ日和。,maimai,maimai,STD,EXPERT,8+,259,4,10,0,8,337
818,ネコ日和。,maimai,maimai,STD,MASTER,12+,283,36,11,0,16,468
819,虹と太陽,maimai,maimai,STD,BASIC,6,118,8,7,0,2,165
820,虹と太陽,maimai,maimai,STD,ADVANCED,8,172,20,8,0,4,256
821,虹と太陽,maimai,maimai,STD,EXPERT,11,255,9,14,0,2,325
822,虹と太陽,maimai,maimai,STD,MASTER,12+,293,23,12,0,16,455
823,炭★坑★節,maimai,maimai,STD,BASIC,5,153,2,3,0,6,196
824,炭★坑★節,maimai,maimai,STD,ADVANCED,7,203,1,12,0,6,271
825,炭★坑★節,maimai,maimai,STD,EXPERT,10+,341,14,11,0,4,422
826,炭★坑★節,maimai,maimai,STD,MASTER,13,315,13,22,0,6,437
827,NIGHT OF FIRE,POPS＆アニメ,maimai,STD,BASIC,7,118,26,2,0,3,191
828,NIGHT OF FIRE,POPS＆アニメ,maimai,STD,ADVANCED,8,156,43,5,0,10,307
829,NIGHT OF FIRE,POPS＆アニメ,maimai,STD,EXPERT,10,189,46,11,0,3,329
830,NIGHT OF FIRE,POPS＆アニメ,maimai,STD,MASTER,11+,298,35,10,0,13,463
831,come again,POPS＆アニメ,maimai,STD,BASIC,5,95,6,3,0,1,121
832,come again,POPS＆アニメ,maimai,STD,ADVANCED,7,88,21,7,0,2,161
833,come again,POPS＆アニメ,maimai,STD,EXPERT,10,139,55,14,0,2,301
834,come again,POPS＆アニメ,maimai,STD,MASTER,12,199,45,17,0,3,355
835,jelly,POPS＆アニメ,maimai,STD,BASIC,5,97,4,4,0,3,132
836,jelly,POPS＆アニメ,maimai,STD,ADVANCED,8,119,29,4,0,10,239
837,jelly,POPS＆アニメ,maimai,STD,EXPERT,9,189,50,11,0,6,352
838,jelly,POPS＆アニメ,maimai,STD,MASTER,12,305,17,21,0,3,417
839,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,DX,BASIC,3,103,2,2,7,5,145
840,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,DX,ADVANCED,6,150,4,4,7,8,217
841,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,DX,EXPERT,9,176,24,26,12,12,374
842,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,DX,MASTER,12+,376,38,46,23,25,738
843,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,STD,BASIC,5,108,2,1,0,3,130
844,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,157,18,6,0,8,251
845,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,STD,EXPERT,9+,240,27,9,0,4,341
846,ハッピーシンセサイザ,niconico＆ボーカロイド,maimai,STD,MASTER,12,236,27,30,0,4,400
847,ルカルカ★ナイトフィーバー,niconico＆ボーカロイド,maimai,STD,BASIC,6,105,0,7,0,2,136
848,ルカルカ★ナイトフィーバー,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,213,7,3,0,7,271
849,ルカルカ★ナイトフィーバー,niconico＆ボーカロイド,maimai,STD,EXPERT,9,199,50,5,0,6,344
850,ルカルカ★ナイトフィーバー,niconico＆ボーカロイド,maimai,STD,MASTER,11+,319,34,14,0,14,499
851,源平大戦絵巻テーマソング,ゲーム＆バラエティ,maimai,STD,BASIC,6,127,11,12,0,2,195
852,源平大戦絵巻テーマソング,ゲーム＆バラエティ,maimai,STD,ADVANCED,8,178,29,5,0,19,346
853,源平大戦絵巻テーマソング,ゲーム＆バラエティ,maimai,STD,EXPERT,10+,312,12,20,0,32,556
854,源平大戦絵巻テーマソング,ゲーム＆バラエティ,maimai,STD,MASTER,12+,325,32,50,0,21,644
855,源平大戦絵巻テーマソング,ゲーム＆バラエティ,maimai,STD,Re:MASTER,14+,512,16,144,0,50,1226
856,美しく燃える森,POPS＆アニメ,maimai,STD,BASIC,6,120,8,4,0,2,158
857,美しく燃える森,POPS＆アニメ,maimai,STD,ADVANCED,7,177,15,6,0,1,230
858,美しく燃える森,POPS＆アニメ,maimai,STD,EXPERT,9,179,39,8,0,4,301
859,美しく燃える森,POPS＆アニメ,maimai,STD,MASTER,10+,349,21,1,0,4,414
860,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,maimai,STD,BASIC,6,222,2,4,0,2,248
861,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,maimai,STD,ADVANCED,8,314,6,12,0,2,372
862,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,maimai,STD,EXPERT,9+,413,0,5,0,8,468
863,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,maimai,STD,MASTER,13,514,1,11,0,16,629
864,Beat Of Mind,ゲーム＆バラエティ,maimai,STD,BASIC,6,181,9,4,0,3,226
865,Beat Of Mind,ゲーム＆バラエティ,maimai,STD,ADVANCED,9,258,14,6,0,8,344
866,Beat Of Mind,ゲーム＆バラエティ,maimai,STD,EXPERT,12+,352,27,19,0,4,483
867,Beat Of Mind,ゲーム＆バラエティ,maimai,STD,MASTER,12,230,94,12,0,15,529
868,Beat Of Mind,ゲーム＆バラエティ,maimai,STD,Re:MASTER,14,595,42,129,0,11,1121
869,檄！帝国華撃団(改),ゲーム＆バラエティ,maimai,STD,BASIC,5,105,14,4,0,2,155
870,檄！帝国華撃団(改),ゲーム＆バラエティ,maimai,STD,ADVANCED,7,142,21,13,0,27,358
871,檄！帝国華撃団(改),ゲーム＆バラエティ,maimai,STD,EXPERT,9,125,25,43,0,12,364
872,檄！帝国華撃団(改),ゲーム＆バラエティ,maimai,STD,MASTER,10+,146,36,45,0,8,393
873,檄！帝国華撃団(改),ゲーム＆バラエティ,maimai,STD,Re:MASTER,13,329,31,69,0,44,818
874,メランコリック,niconico＆ボーカロイド,maimai,STD,BASIC,7,154,26,10,0,2,246
875,メランコリック,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,175,9,10,0,3,238
876,メランコリック,niconico＆ボーカロイド,maimai,STD,EXPERT,9,203,44,19,0,8,388
877,メランコリック,niconico＆ボーカロイド,maimai,STD,MASTER,11+,241,52,26,0,4,443
878,教えて!! 魔法のLyric,niconico＆ボーカロイド,maimai,STD,BASIC,7,177,19,8,0,6,269
879,教えて!! 魔法のLyric,niconico＆ボーカロイド,maimai,STD,ADVANCED,8,209,33,8,0,3,314
880,教えて!! 魔法のLyric,niconico＆ボーカロイド,maimai,STD,EXPERT,9+,251,60,11,0,4,424
881,教えて!! 魔法のLyric,niconico＆ボーカロイド,maimai,STD,MASTER,12,357,24,7,0,36,606
882,ZIGG-ZAGG,niconico＆ボーカロイド,maimai,STD,BASIC,7,192,20,6,0,4,270
883,ZIGG-ZAGG,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,155,20,6,0,8,253
884,ZIGG-ZAGG,niconico＆ボーカロイド,maimai,STD,EXPERT,9,235,31,18,0,7,386
885,ZIGG-ZAGG,niconico＆ボーカロイド,maimai,STD,MASTER,11,265,29,33,0,4,442
886,ZIGG-ZAGG,niconico＆ボーカロイド,maimai,STD,Re:MASTER,12,208,28,116,0,6,642
887,ワールズエンド・ダンスホール,niconico＆ボーカロイド,maimai,STD,BASIC,7,137,17,14,0,2,223
888,ワールズエンド・ダンスホール,niconico＆ボーカロイド,maimai,STD,ADVANCED,8,212,32,10,0,4,326
889,ワールズエンド・ダンスホール,niconico＆ボーカロイド,maimai,STD,EXPERT,9+,280,27,17,0,4,405
890,ワールズエンド・ダンスホール,niconico＆ボーカロイド,maimai,STD,MASTER,13,416,0,20,0,28,616
891,ワールズエンド・ダンスホール,niconico＆ボーカロイド,maimai,STD,Re:MASTER,13,461,62,100,0,13,950
892,パンダヒーロー,niconico＆ボーカロイド,maimai,STD,BASIC,6,128,6,8,0,4,184
893,パンダヒーロー,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,142,49,5,0,9,300
894,パンダヒーロー,niconico＆ボーカロイド,maimai,STD,EXPERT,9+,209,52,13,0,4,372
895,パンダヒーロー,niconico＆ボーカロイド,maimai,STD,MASTER,12,258,91,17,0,13,556
896,オレンジの夏,maimai,maimai,STD,BASIC,6,157,15,5,0,2,212
897,オレンジの夏,maimai,maimai,STD,ADVANCED,7+,154,49,7,0,1,278
898,オレンジの夏,maimai,maimai,STD,EXPERT,10,221,31,16,0,7,366
899,オレンジの夏,maimai,maimai,STD,MASTER,12,293,33,29,0,16,526
900,BaBan!! －甘い罠－,maimai,maimai,STD,BASIC,6,186,7,4,0,3,227
901,BaBan!! －甘い罠－,maimai,maimai,STD,ADVANCED,8+,234,45,5,0,4,359
902,BaBan!! －甘い罠－,maimai,maimai,STD,EXPERT,12,236,75,18,0,4,460
903,BaBan!! －甘い罠－,maimai,maimai,STD,MASTER,12,381,48,20,0,8,577
904,ジングルベル,maimai,maimai,DX,BASIC,5,144,12,3,6,10,233
905,ジングルベル,maimai,maimai,DX,ADVANCED,7+,242,9,6,23,4,321
906,ジングルベル,maimai,maimai,DX,EXPERT,10+,266,36,21,27,77,813
907,ジングルベル,maimai,maimai,DX,MASTER,14+,377,99,26,302,125,1580
908,ジングルベル,maimai,maimai,STD,BASIC,6,139,13,2,0,3,186
909,ジングルベル,maimai,maimai,STD,ADVANCED,7+,149,26,5,0,5,241
910,ジングルベル,maimai,maimai,STD,EXPERT,10+,282,18,18,0,14,442
911,ジングルベル,maimai,maimai,STD,MASTER,14,564,27,37,0,20,829
912,ジングルベル,maimai,maimai,STD,Re:MASTER,14,450,63,124,0,100,1448
913,マトリョシカ,niconico＆ボーカロイド,maimai,STD,BASIC,6,191,4,4,0,3,226
914,マトリョシカ,niconico＆ボーカロイド,maimai,STD,ADVANCED,8+,196,10,11,0,12,309
915,マトリョシカ,niconico＆ボーカロイド,maimai,STD,EXPERT,9+,297,35,11,0,13,465
916,マトリョシカ,niconico＆ボーカロイド,maimai,STD,MASTER,11+,422,7,17,0,8,527
917,マトリョシカ,niconico＆ボーカロイド,maimai,STD,Re:MASTER,13,395,26,127,0,23,943
918,メグメグ☆ファイアーエンドレスナイト,niconico＆ボーカロイド,maimai,STD,BASIC,7,147,12,3,0,3,195
919,メグメグ☆ファイアーエンドレスナイト,niconico＆ボーカロイド,maimai,STD,ADVANCED,7+,230,12,12,0,4,310
920,メグメグ☆ファイアーエンドレスナイト,niconico＆ボーカロイド,maimai,STD,EXPERT,8+,227,34,18,0,9,394
921,メグメグ☆ファイアーエンドレスナイト,niconico＆ボーカロイド,maimai,STD,MASTER,11+,338,21,15,0,7,460
922,きみのためなら死ねる,ゲーム＆バラエティ,maimai,STD,BASIC,4,132,8,4,0,8,200
923,きみのためなら死ねる,ゲーム＆バラエティ,maimai,STD,ADVANCED,7,175,31,5,0,9,297
924,きみのためなら死ねる,ゲーム＆バラエティ,maimai,STD,EXPERT,10,375,30,23,0,11,559
925,きみのためなら死ねる,ゲーム＆バラエティ,maimai,STD,MASTER,12,438,56,12,0,11,641
926,怪盗Rのテーマ,ゲーム＆バラエティ,maimai,STD,BASIC,5,135,14,10,0,6,223
927,怪盗Rのテーマ,ゲーム＆バラエティ,maimai,STD,ADVANCED,7+,140,53,6,0,9,309
928,怪盗Rのテーマ,ゲーム＆バラエティ,maimai,STD,EXPERT,10+,250,74,13,0,7,472
929,怪盗Rのテーマ,ゲーム＆バラエティ,maimai,STD,MASTER,12+,366,59,37,0,12,655
930,マリアをはげませ,ゲーム＆バラエティ,maimai,STD,BASIC,5,109,14,7,0,4,178
931,マリアをはげませ,ゲーム＆バラエティ,maimai,STD,ADVANCED,7,217,16,7,0,3,285
932,マリアをはげませ,ゲーム＆バラエティ,maimai,STD,EXPERT,8+,262,41,16,0,12,452
933,マリアをはげませ,ゲーム＆バラエティ,maimai,STD,MASTER,11+,368,43,33,0,8,593
934,SHOW TIME,ゲーム＆バラエティ,maimai,STD,BASIC,5,97,5,9,0,9,179
935,SHOW TIME,ゲーム＆バラエティ,maimai,STD,ADVANCED,6,137,11,14,0,9,246
936,SHOW TIME,ゲーム＆バラエティ,maimai,STD,EXPERT,8+,170,34,7,0,5,284
937,SHOW TIME,ゲーム＆バラエティ,maimai,STD,MASTER,12,213,38,27,0,13,435
938,JACKY [Remix],ゲーム＆バラエティ,maimai,STD,BASIC,4,107,5,3,0,4,146
939,JACKY [Remix],ゲーム＆バラエティ,maimai,STD,ADVANCED,7,137,12,12,0,9,242
940,JACKY [Remix],ゲーム＆バラエティ,maimai,STD,EXPERT,11,270,26,8,0,14,416
941,JACKY [Remix],ゲーム＆バラエティ,maimai,STD,MASTER,13+,298,3,73,0,12,583
942,JACKY [Remix],ゲーム＆バラエティ,maimai,STD,Re:MASTER,14,424,17,59,0,46,865
943,天国と地獄,ゲーム＆バラエティ,maimai,STD,BASIC,5,109,21,12,0,4,207
944,天国と地獄,ゲーム＆バラエティ,maimai,STD,ADVANCED,8,242,16,18,0,11,383
945,天国と地獄,ゲーム＆バラエティ,maimai,STD,EXPERT,10,398,12,4,0,128,1074
946,天国と地獄,ゲーム＆バラエティ,maimai,STD,MASTER,13,530,12,50,0,15,779
947,City Escape: Act1,ゲーム＆バラエティ,maimai,STD,BASIC,5,133,9,7,0,6,202
948,City Escape: Act1,ゲーム＆バラエティ,maimai,STD,ADVANCED,6,181,8,10,0,11,282
949,City Escape: Act1,ゲーム＆バラエティ,maimai,STD,EXPERT,9+,246,63,12,0,10,458
950,City Escape: Act1,ゲーム＆バラエティ,maimai,STD,MASTER,12+,438,10,35,0,29,708
951,City Escape: Act1,ゲーム＆バラエティ,maimai,STD,Re:MASTER,12+,428,8,129,0,24,951
952,Rooftop Run: Act1,ゲーム＆バラエティ,maimai,STD,BASIC,5,126,17,0,0,3,175
953,Rooftop Run: Act1,ゲーム＆バラエティ,maimai,STD,ADVANCED,7,225,30,2,0,6,321
954,Rooftop Run: Act1,ゲーム＆バラエティ,maimai,STD,EXPERT,11+,285,86,11,0,2,500
955,Rooftop Run: Act1,ゲーム＆バラエティ,maimai,STD,MASTER,12,348,81,21,0,7,608
956,Rooftop Run: Act1,ゲーム＆バラエティ,maimai,STD,Re:MASTER,13,414,116,78,0,15,955
957,Reach For The Stars,ゲーム＆バラエティ,maimai,STD,BASIC,5,68,21,7,0,1,136
958,Reach For The Stars,ゲーム＆バラエティ,maimai,STD,ADVANCED,8+,203,20,5,0,13,323
959,Reach For The Stars,ゲーム＆バラエティ,maimai,STD,EXPERT,10+,274,61,26,0,34,644
960,Reach For The Stars,ゲーム＆バラエティ,maimai,STD,MASTER,13+,456,29,50,0,14,734
961,Urban Crusher [Remix],ゲーム＆バラエティ,maimai,STD,BASIC,6,104,14,8,0,4,176
962,Urban Crusher [Remix],ゲーム＆バラエティ,maimai,STD,ADVANCED,9,260,15,4,0,4,322
963,Urban Crusher [Remix],ゲーム＆バラエティ,maimai,STD,EXPERT,12+,390,33,10,0,13,551
964,Urban Crusher [Remix],ゲーム＆バラエティ,maimai,STD,MASTER,13,396,46,25,0,9,608
965,Catch The Future,ゲーム＆バラエティ,maimai,STD,BASIC,6,125,9,3,0,4,172
966,Catch The Future,ゲーム＆バラエティ,maimai,STD,ADVANCED,8+,216,20,5,0,2,281
967,Catch The Future,ゲーム＆バラエティ,maimai,STD,EXPERT,10+,216,27,34,0,10,422
968,Catch The Future,ゲーム＆バラエティ,maimai,STD,MASTER,12+,295,28,66,0,2,559
969,おちゃめ機能,niconico＆ボーカロイド,maimai PLUS,STD,BASIC,5,107,7,3,0,11,185
970,おちゃめ機能,niconico＆ボーカロイド,maimai PLUS,STD,ADVANCED,8,236,20,10,0,10,356
971,おちゃめ機能,niconico＆ボーカロイド,maimai PLUS,STD,EXPERT,9,200,55,13,0,9,394
972,おちゃめ機能,niconico＆ボーカロイド,maimai PLUS,STD,MASTER,13+,443,19,9,0,28,648
973,ダンシング☆サムライ,niconico＆ボーカロイド,maimai PLUS,STD,BASIC,6,131,0,4,0,4,163
974,ダンシング☆サムライ,niconico＆ボーカロイド,maimai PLUS,STD,ADVANCED,8,248,36,12,0,21,461
975,ダンシング☆サムライ,niconico＆ボーカロイド,maimai PLUS,STD,EXPERT,11,238,73,59,0,17,646
976,ダンシング☆サムライ,niconico＆ボーカロイド,maimai PLUS,STD,MASTER,12+,495,24,36,0,9,696
977,BAD∞END∞NIGHT,niconico＆ボーカロイド,maimai PLUS,STD,BASIC,6,95,20,7,0,5,181
978,BAD∞END∞NIGHT,niconico＆ボーカロイド,maimai PLUS,STD,ADVANCED,8+,286,10,2,0,16,392
979,BAD∞END∞NIGHT,niconico＆ボーカロイド,maimai PLUS,STD,EXPERT,10+,258,50,22,0,5,449
980,BAD∞END∞NIGHT,niconico＆ボーカロイド,maimai PLUS,STD,MASTER,13,381,21,61,0,33,771
981,ロミオとシンデレラ,niconico＆ボーカロイド,maimai PLUS,STD,BASIC,5,125,7,5,0,6,184
982,ロミオとシンデレラ,niconico＆ボーカロイド,maimai PLUS,STD,ADVANCED,8+,166,48,4,0,8,314
983,ロミオとシンデレラ,niconico＆ボーカロイド,maimai PLUS,STD,EXPERT,11,176,24,57,0,16,475
984,ロミオとシンデレラ,niconico＆ボーカロイド,maimai PLUS,STD,MASTER,12+,390,35,16,0,9,553
985,ロミオとシンデレラ,niconico＆ボーカロイド,maimai PLUS,STD,Re:MASTER,13,522,29,56,0,17,833
